"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"L  110A"	"Elementary Spanish"	"L"	"Garcia, D"	""	"3-0-6"	"01"	"MWR 12:00 - 12:55"	"127 BAX"
"L  110A"	"Elementary Spanish"	"L"	"Arjona, G"	""	"3-0-6"	"02"	"OM,T 16:00 - 16:55"	"115 DAB"
"L  112A"	"Intermediate Spanish"	"L"	"Garcia, D"	""	"3-0-6"	"01"	"OM,M 17:00 - 17:55"	"117 DAB"
"L  114A"	"Spanish and Latin American Literature"	"L"	"Arjona, G"	""	"3-0-6"	"01"	"OM,T 17:00 - 17:55"	"115 DAB"
"L  130A"	"Elementary German"	"L"	"Aebi, A"	""	"3-0-6"	"01"	"MWR 13:00 - 13:55"	"115 DAB"
"L  132A"	"Intermediate German"	"L"	"Aebi, A"	""	"3-0-6"	"01"	"MWR 12:00 - 12:55"	"115 DAB"
"L  139"	"Translation Theory and Practice (Chinese Historical Sources Seminar)"	"L"	"Dykstra, M"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"B119 BAX"
"L  170A"	"Introduction to Chinese"	"L"	"Wang, X"	""	"3-0-6"	"01"	"OM,T 16:00 - 16:55"	"128 BAX"
"L  171A"	"Elementary Chinese"	"L"	"Ming, F"	""	"3-0-6"	"01"	"TW 19:00 - 20:25"	"127 BAX"
"L  172A"	"Intermediate Chinese"	"L"	"Wang, X"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"B119 BAX"
"L  173A"	"Advanced Chinese"	"L"	"Ming, F"	""	"3-0-6"	"01"	"TW 17:00 - 18:25"	"127 BAX"
"L/F 109"	"Introduction to French Cinema from Its Beginning to the Present"	"L"	"Orcel, C"	""	"3-0-6"	"01"	"OM,M 14:00 - 14:55"	"117 DAB"
"MS 078A"	"Senior Thesis"	"MS"	"Johnson, W"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Fultz, B"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Greer, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Goddard, W"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Gharib, M"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Ravichandran, G"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"MS 078A"	"Senior Thesis"	"MS"	"Minnich, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"MS 100"	"Advanced Work in Materials Science"	"MS"	"Fultz, B"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MS 100"	"Advanced Work in Materials Science"	"MS"	"Lewis, N"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"MS 100"	"Advanced Work in Materials Science"	"MS"	"Davis, M"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"MS 110A"	"Materials Research Lectures"	"MS"	"Bernardi, M"	"PASS-FAIL"	"1-0-0"	"01"	"W 16:00 - 16:55"	"135 GTL"
"MS 115"	"Fundamentals of Materials Science"	"MS"	"Faber, K"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"135 GTL"
"MS 131"	"Structure and Bonding in Materials"	"MS"	"Bernardi, M"	""	"3-0-6"	"01"	"MW 13:00 - 14:25"	"104 WAT"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Ahn, C"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Atwater, H"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Greer, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Fultz, B"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Goddard, W"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Johnson, W"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Heath, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Daraio, C"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Haile, S"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Ortiz, M"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Roukes, M"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Lewis, N"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Minnich, A"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Bhattacharya, K"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Faber, K"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Kochmann, D"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Bernardi, M"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"MS 200"	"Advanced Work in Materials Science"	"MS"	"Blake, G"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Atwater, H"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Rees, D"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Rosakis, A"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Fultz, B"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Goddard, W"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Haile, S"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Johnson, W"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Greer, J"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Ortiz, M"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Heath, J"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Snyder, G"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Cross, M"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Lewis, N"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Bhattacharya, K"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Minnich, A"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"MS 300"	"Thesis Research"	"MS"	"Faber, K"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"MS/APh 122"	"Diffraction, Imaging, and Structure"	"MS"	"Garland, C"	""	"0-4-5"	"01"	"OM,T 13:00 - 13:55"	"042 KCK"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Vafaee, F"	"PASS-FAIL"	"4-0-5"	"01"	"R 19:30 - 20:55"	"119 KRK"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Vafaee, F"	"PASS-FAIL"	"4-0-5"	"01"	"MTWF 10:00 - 10:55"	"119 KRK"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"02"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"02"	"R 09:00 - 09:55"	"B111 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"03"	"R 09:00 - 09:55"	"103 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"03"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"04"	"R 09:00 - 09:55"	"119 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"04"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"05"	"R 10:00 - 10:55"	"B111 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"05"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"06"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"06"	"R 10:00 - 10:55"	"103 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"07"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"07"	"R 10:00 - 10:55"	"119 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"08"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"08"	"R 13:00 - 13:55"	"107 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"09"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"09"	"R 13:00 - 13:55"	"B122 GTS"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"10"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"10"	"R 14:00 - 14:55"	"B111 DWN"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"11"	"MWF 10:00 - 10:55"	"Lecture Hall BAX"
"Ma 001A"	"Calculus of One and Several Variables and Linear Algebra"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"4-0-5"	"11"	"R 14:00 - 14:55"	"102 STL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"01"	"R 09:00 - 09:55"	"269 LAU"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"01"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"02"	"R 09:00 - 09:55"	"119 KRK"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"02"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"03"	"R 09:00 - 09:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"03"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"04"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"04"	"R 10:00 - 10:55"	"269 LAU"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"05"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"05"	"R 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"06"	"R 10:00 - 10:55"	"119 KRK"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"06"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"07"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"07"	"R 13:00 - 13:55"	"142 KCK"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"08"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"08"	"R 13:00 - 13:55"	"314 ANB"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"09"	"R 13:00 - 13:55"	"B101 BBB"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"09"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"10"	"R 14:00 - 14:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"10"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"11"	"R 14:00 - 14:55"	"142 KCK"
"Ma 002"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"11"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 005A"	"Introduction to Abstract Algebra"	"Ma"	"Flach, M"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"B111 DWN"
"Ma 008"	"Problem Solving in Calculus"	"Ma"	"Mantovan, E"	"PASS-FAIL"	"3-0-0"	"01"	"TR 19:30 - 20:55"	"269 LAU"
"Ma 010"	"Oral Presentation"	"Ma"	"Graber, T"	"PASS-FAIL"	"2-0-1"	"01"	"T 14:00 - 15:55"	"142 KCK"
"Ma 017"	"How to Solve It"	"Ma"	"Mantovan, E"	"PASS-FAIL"	"2-0-2"	"01"	"T 19:00 - 20:55"	"103 DWN"
"Ma 020"	"Frontiers in Mathematics"	"Ma"	"Graber, T"	"PASS-FAIL"	"1-0-0"	"01"	"T 12:00 - 12:55"	"B122 GCL"
"Ma 092A"	"Senior Thesis"	"Ma"	"Flach, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ma 098"	"Independent Reading"	"Ma"	"Flach, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ma 102"	"Differential Equations"	"Ma"	"Katz, N"	"LETTER"	"4-0-5"	"01"	"MWF 10:00 - 10:55"	"B122 GCL"
"Ma 105A"	"Introduction to Abstract Algebra"	"Ma"	"Flach, M"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"B111 DWN"
"Ma 108A"	"Classical Analysis"	"Ma"	"Lazebnik, K"	""	"3-0-6"	"01"	"MWF 11:00 - 11:55"	"107 DWN"
"Ma 109A"	"Introduction to Geometry and Topology"	"Ma"	"Marcolli, M"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"B111 DWN"
"Ma 110A"	"Analysis"	"Ma"	"Makarov, N"	""	"3-0-6"	"01"	"MWF 11:00 - 11:55"	"104 Bldg 15"
"Ma 116A"	"Mathematical Logic and Axiomatic Set Theory"	"Ma"	"Panagiotopoulos, A"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"B127 GCL"
"Ma 120A"	"Abstract Algebra"	"Ma"	"Ramakrishnan, D"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"104 Bldg 15"
"Ma 121A"	"Combinatorial Analysis"	"Ma"	"Rains, E"	""	"3-0-6"	"01"	"MWF 14:00 - 14:55"	"122 Bldg 15"
"Ma 130A"	"Algebraic Geometry"	"Ma"	"Graber, T"	""	"3-0-6"	"01"	"MWF 13:00 - 13:55"	"104 Bldg 15"
"Ma 135A"	"Arithmetic Geometry"	"Ma"	"Flach, M"	""	"3-0-6"	"01"	"MWF 14:00 - 14:55"	"104 Bldg 15"
"Ma 145A"	"Representation Theory"	"Ma"	"Yom Din, A"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"104 Bldg 15"
"Ma 151A"	"Algebraic and Differential Topology"	"Ma"	"Ni, Y"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"104 Bldg 15"
"Ma 191A"	"Selected Topics in Mathematics"	"Ma"	"Qi, Y"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"122 Bldg 15"
"Ma 191A"	"Selected Topics in Mathematics"	"Ma"	"Ni, Y"	""	"3-0-6"	"02"	"TR 10:30 - 11:55"	"122 Bldg 15"
"Ma 191A"	"Selected Topics in Mathematics"	"Ma"	"Kechris, A"	""	"3-0-6"	"03"	"TR 13:00 - 14:25"	"122 Bldg 15"
"Ma 191A"	"Selected Topics in Mathematics"	"Ma"	"Xu, D"	""	"3-0-6"	"04"	"TR 14:30 - 15:55"	"122 Bldg 15"
"Ma 290"	"Reading"	"Ma"	"Flach, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Frank, R"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Graber, T"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Katz, N"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Kechris, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Makarov, N"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Mantovan, E"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Marcolli, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Markovic, V"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Ni, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Rains, E"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Zhu, X"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ma 290"	"Reading"	"Ma"	"Tamuz, O"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Flach, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Frank, R"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Graber, T"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Katz, N"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Kechris, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Makarov, N"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Mantovan, E"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Marcolli, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Markovic, V"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Ni, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Rains, E"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Ramakrishnan, D"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Desbrun, M"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Preskill, J"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Gukov, S"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Zhu, X"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Tamuz, O"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ma 390"	"Research"	"Ma"	"Owhadi, H"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"Ma/ACM 144A"	"Probability"	"Ma"	"Tamuz, O"	""	"3-0-6"	"01"	"MWF 13:00 - 13:55"	"B125 BAX"
"Ma/CS 006A"	"Introduction to Discrete Mathematics"	"Ma"	"Lupini, M"	""	"3-0-6"	"01"	"MWF 13:00 - 13:55"	"B122 GCL"
"ME 010"	"Thinking Like an Engineer"	"ME"	"Andrade, J"	"PASS-FAIL"	"1-0-0"	"01"	"W 12:00 - 12:55"	"115 GTL"
"ME 011A"	"Thermal Science"	"ME"	"Blanquart, G"	"LETTER"	"3-0-6"	"01"	"MWF 14:00 - 14:55"	"135 GTL"
"ME 012A"	"Mechanics"	"ME"	"Mello, M"	"LETTER"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"135 GTL"
"ME 013"	"Mechanical Prototyping"	"ME"	"Van Deusen, J"	"PASS-FAIL"	"0-4-0"	"01"	"OM,W 17:00 - 18:55"	"024 SPL"
"ME 072A"	"Engineering Design Laboratory"	"ME"	"Mello, M / Van Deusen, J"	"LETTER"	"3-4-2"	"01"	"TR 15:00 - 16:25"	"135 GTL"
"ME 090A"	"Senior Thesis, Experimental"	"ME"	"Blanquart, G"	"LETTER"	"0-0-9"	"01"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Hunt, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Shepherd, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Colonius, T"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Scherer, A"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Burdick, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Minnich, A"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Rutledge, D"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Pickar, K"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Perona, P"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Hall, J"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ME 100"	"Independent Studies in Mechanical Engineering"	"ME"	"Daraio, C"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ME 110"	"Special Laboratory Work in Mechanical Engineering"	"ME"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ME 113"	"Mechanical Prototyping"	"ME"	"Van Deusen, J"	"PASS-FAIL"	"0-4-0"	"01"	"OM,W 17:00 - 18:55"	"024 SPL"
"ME 200"	"Advanced Work in Mechanical Engineering"	"ME"	"Burdick, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Andrade, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Bellan, P"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Bhattacharya, K"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Daraio, C"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Burdick, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Colonius, T"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Hunt, M"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Murray, R"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Ortiz, M"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Lewis, N"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Ravichandran, G"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Shepherd, J"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Fultz, B"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Greer, J"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"van de Walle, A"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Adkins, J"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Lapusta, N"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Gharib, M"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Brady, J"	"PASS-FAIL"	"+"	"20"	"A"	"A"
